Travel Destination,Checking,Things to Do,Country Name,Location,Review Count
Air Terjun Niagara,Air Terjun Niagara,"['Tur (74)', 'Aktivitas Luar Ruangan (52)', 'Hiburan & Permainan (46)', 'Tempat Belanja (39)', 'Pemandangan & Tengara (35)', 'Wisata Alam & Taman (32)', 'Transportasi (29)', 'Makanan & Minuman (27)', 'Museum (21)', 'Hiburan malam (18)', 'Spa & Kebugaran (16)', 'Konser & Pertunjukan (13)', 'Tur dengan Perahu & Olahraga Air (11)', 'Taman Air & Taman Hiburan (9)', 'Sumber Informasi Wisatawan (6)', 'Lihat semua', 'Bagus Saat Hujan (83)', 'Cocok untuk Anak-Anak (77)', 'Cocok untuk Pasangan (76)', 'Harga terjangkau (74)', 'Cocok untuk Kelompok Besar (63)', 'Masuk Gratis (47)', 'Lokasi bulan madu (40)', 'Cocok untuk Penggemar Aktivitas Ekstrem (28)', 'Berjiwa petualang (25)', 'Tempat yang Belum Populer (14)']",North Korea,"Ontario, Kanada",405583
Tulum,Tulum,"['Aktivitas Luar Ruangan (194)', 'Tur (191)', 'Tur dengan Perahu & Olahraga Air (118)', 'Spa & Kebugaran (45)', 'Wisata Alam & Taman (41)', 'Tempat Belanja (36)', 'Transportasi (32)', 'Hiburan malam (26)', 'Kursus & Sanggar (25)', 'Makanan & Minuman (18)', 'Pemandangan & Tengara (8)', 'Museum (8)', 'Hiburan & Permainan (8)', 'Taman Air & Taman Hiburan (3)', 'Konser & Pertunjukan (2)', 'Cocok untuk Pasangan (124)', 'Cocok untuk Penggemar Aktivitas Ekstrem (67)', 'Cocok untuk Kelompok Besar (66)', 'Harga terjangkau (63)', 'Bagus Saat Hujan (61)', 'Berjiwa petualang (60)', 'Cocok untuk Anak-Anak (59)', 'Lokasi bulan madu (52)', 'Tempat yang Belum Populer (31)', 'Masuk Gratis (11)']",North Korea,"Riviera Maya, Meksiko",233315
St. Lucia,St. Lucia,"['Tur (315)', 'Aktivitas Luar Ruangan (255)', 'Transportasi (203)', 'Tur dengan Perahu & Olahraga Air (126)', 'Wisata Alam & Taman (90)', 'Tempat Belanja (43)', 'Pemandangan & Tengara (41)', 'Makanan & Minuman (27)', 'Hiburan malam (23)', 'Spa & Kebugaran (22)', 'Kursus & Sanggar (14)', 'Museum (13)', 'Hiburan & Permainan (11)', 'Taman Air & Taman Hiburan (1)', 'Kasino & Perjudian (1)', 'Lihat semua', 'Cocok untuk Pasangan (192)', 'Harga terjangkau (138)', 'Cocok untuk Kelompok Besar (132)', 'Cocok untuk Anak-Anak (103)', 'Lokasi bulan madu (96)', 'Cocok untuk Penggemar Aktivitas Ekstrem (64)', 'Berjiwa petualang (58)', 'Bagus Saat Hujan (53)', 'Masuk Gratis (45)', 'Tempat yang Belum Populer (28)']",North Korea,Karibia,194150
Puerto Rico,Puerto Rico,"['Aktivitas Luar Ruangan (759)', 'Wisata Alam & Taman (640)', 'Pemandangan & Tengara (627)', 'Tur (610)', 'Tur dengan Perahu & Olahraga Air (344)', 'Tempat Belanja (201)', 'Museum (179)', 'Hiburan malam (142)', 'Hiburan & Permainan (130)', 'Transportasi (121)', 'Spa & Kebugaran (64)', 'Makanan & Minuman (61)', 'Konser & Pertunjukan (49)', 'Kursus & Sanggar (34)', 'Taman Air & Taman Hiburan (26)', 'Lihat semua', 'Cocok untuk Pasangan (448)', 'Harga terjangkau (421)', 'Cocok untuk Kelompok Besar (366)', 'Cocok untuk Anak-Anak (353)', 'Masuk Gratis (285)', 'Cocok untuk Penggemar Aktivitas Ekstrem (218)', 'Lokasi bulan madu (204)', 'Bagus Saat Hujan (181)', 'Berjiwa petualang (158)', 'Tempat yang Belum Populer (98)']",North Korea,Karibia,674745
Barbados,Barbados,"['Aktivitas Luar Ruangan (239)', 'Tur (238)', 'Tur dengan Perahu & Olahraga Air (144)', 'Wisata Alam & Taman (68)', 'Pemandangan & Tengara (67)', 'Transportasi (60)', 'Tempat Belanja (59)', 'Spa & Kebugaran (48)', 'Hiburan malam (45)', 'Makanan & Minuman (27)', 'Museum (24)', 'Hiburan & Permainan (21)', 'Kursus & Sanggar (14)', 'Konser & Pertunjukan (5)', 'Taman Air & Taman Hiburan (2)', 'Lihat semua', 'Cocok untuk Pasangan (199)', 'Harga terjangkau (163)', 'Cocok untuk Anak-Anak (131)', 'Masuk Gratis (115)', 'Cocok untuk Kelompok Besar (113)', 'Lokasi bulan madu (92)', 'Bagus Saat Hujan (80)', 'Cocok untuk Penggemar Aktivitas Ekstrem (63)', 'Berjiwa petualang (46)', 'Tempat yang Belum Populer (36)']",North Korea,Karibia,306989
Cologne,Cologne,"['Pemandangan & Tengara (197)', 'Hiburan malam (125)', 'Tur (105)', 'Tempat Belanja (74)', 'Hiburan & Permainan (58)', 'Spa & Kebugaran (42)', 'Museum (41)', 'Aktivitas Luar Ruangan (37)', 'Makanan & Minuman (28)', 'Konser & Pertunjukan (26)', 'Transportasi (23)', 'Wisata Alam & Taman (19)', 'Kursus & Sanggar (15)', 'Tur dengan Perahu & Olahraga Air (7)', 'Sumber Informasi Wisatawan (5)', 'Lihat semua', 'Altstadt-Nord (229)', 'Altstadt-Süd (81)', 'Neustadt-Nord (63)', 'Neustadt-Süd (61)', 'Ehrenfeld (55)', 'Deutz (18)', 'Mülheim (16)', 'Lindenthal (10)', 'Sülz (6)', 'Nippes (6)', 'Dellbrück (4)', 'Neuehrenfeld (4)', 'Masuk Gratis (147)', 'Bagus Saat Hujan (134)', 'Harga terjangkau (95)', 'Cocok untuk Kelompok Besar (66)', 'Cocok untuk Anak-Anak (57)', 'Cocok untuk Pasangan (48)', 'Lokasi bulan madu (15)', 'Cocok untuk Penggemar Aktivitas Ekstrem (13)', 'Tempat yang Belum Populer (9)', 'Berjiwa petualang (8)']",North Korea,"Rhine-Westphalia Utara, Jerman",283272
Jamaika,Jamaika,"['Tur (785)', 'Transportasi (527)', 'Aktivitas Luar Ruangan (511)', 'Tur dengan Perahu & Olahraga Air (237)', 'Wisata Alam & Taman (142)', 'Pemandangan & Tengara (110)', 'Tempat Belanja (96)', 'Hiburan malam (87)', 'Makanan & Minuman (82)', 'Spa & Kebugaran (49)', 'Hiburan & Permainan (25)', 'Museum (24)', 'Kursus & Sanggar (23)', 'Taman Air & Taman Hiburan (9)', 'Konser & Pertunjukan (7)', 'Lihat semua', 'Cocok untuk Pasangan (407)', 'Cocok untuk Kelompok Besar (340)', 'Cocok untuk Anak-Anak (287)', 'Harga terjangkau (267)', 'Bagus Saat Hujan (152)', 'Cocok untuk Penggemar Aktivitas Ekstrem (145)', 'Lokasi bulan madu (133)', 'Masuk Gratis (78)', 'Berjiwa petualang (74)', 'Tempat yang Belum Populer (64)']",North Korea,Karibia,663132
Republik Dominika,Republik Dominika,"['Tur (1.043)', 'Aktivitas Luar Ruangan (1.021)', 'Tur dengan Perahu & Olahraga Air (611)', 'Transportasi (471)', 'Wisata Alam & Taman (226)', 'Pemandangan & Tengara (208)', 'Hiburan malam (172)', 'Tempat Belanja (150)', 'Hiburan & Permainan (75)', 'Museum (71)', 'Spa & Kebugaran (65)', 'Makanan & Minuman (56)', 'Kursus & Sanggar (45)', 'Kasino & Perjudian (30)', 'Konser & Pertunjukan (15)', 'Lihat semua', 'Zona Colonial (6)', 'Cocok untuk Pasangan (481)', 'Cocok untuk Kelompok Besar (443)', 'Harga terjangkau (411)', 'Cocok untuk Anak-Anak (388)', 'Cocok untuk Penggemar Aktivitas Ekstrem (259)', 'Bagus Saat Hujan (240)', 'Lokasi bulan madu (205)', 'Masuk Gratis (197)', 'Berjiwa petualang (107)', 'Tempat yang Belum Populer (75)']",North Korea,Karibia,1457352
Kuba,Kuba,"['Tur (440)', 'Pemandangan & Tengara (288)', 'Aktivitas Luar Ruangan (259)', 'Wisata Alam & Taman (183)', 'Museum (173)', 'Hiburan malam (127)', 'Tempat Belanja (110)', 'Transportasi (81)', 'Tur dengan Perahu & Olahraga Air (71)', 'Konser & Pertunjukan (50)', 'Kursus & Sanggar (42)', 'Spa & Kebugaran (27)', 'Makanan & Minuman (23)', 'Hiburan & Permainan (14)', 'Kebun Binatang & Akuarium (11)', 'Lihat semua', 'Harga terjangkau (457)', 'Cocok untuk Pasangan (378)', 'Cocok untuk Kelompok Besar (323)', 'Cocok untuk Anak-Anak (287)', 'Masuk Gratis (243)', 'Bagus Saat Hujan (232)', 'Lokasi bulan madu (134)', 'Cocok untuk Penggemar Aktivitas Ekstrem (71)', 'Tempat yang Belum Populer (49)', 'Berjiwa petualang (26)']",North Korea,Karibia,1198112
Toronto,Toronto,"['Spa & Kebugaran (344)', 'Tur (294)', 'Tempat Belanja (291)', 'Hiburan malam (216)', 'Hiburan & Permainan (203)', 'Pemandangan & Tengara (184)', 'Aktivitas Luar Ruangan (169)', 'Museum (133)', 'Transportasi (133)', 'Wisata Alam & Taman (118)', 'Makanan & Minuman (101)', 'Konser & Pertunjukan (99)', 'Kursus & Sanggar (73)', 'Tur dengan Perahu & Olahraga Air (59)', 'Sumber Informasi Wisatawan (18)', 'Lihat semua', 'Old Toronto (1.380)', 'Pusat Kota (815)', 'Waterfront Communities-The Island (280)', 'Downtown West (255)', 'Tengah Kota (204)', 'North York (180)', 'West End (178)', 'Entertainment District (167)', 'Etobicoke (146)', 'East End (132)', 'Bay Street Corridor (128)', 'Church-Yonge Corridor (118)', 'Scarborough (111)', 'Annex (101)', 'Queen Street dan Queen Street Barat (90)', 'Lihat semua', 'Bagus Saat Hujan (287)', 'Cocok untuk Pasangan (220)', 'Masuk Gratis (186)', 'Harga terjangkau (177)', 'Cocok untuk Kelompok Besar (154)', 'Cocok untuk Anak-Anak (147)', 'Lokasi bulan madu (57)', 'Tempat yang Belum Populer (41)', 'Cocok untuk Penggemar Aktivitas Ekstrem (37)', 'Berjiwa petualang (36)']",North Korea,"Ontario, Kanada",682712
Aruba,Aruba,"['Tur (227)', 'Aktivitas Luar Ruangan (210)', 'Tur dengan Perahu & Olahraga Air (119)', 'Tempat Belanja (106)', 'Wisata Alam & Taman (48)', 'Spa & Kebugaran (47)', 'Transportasi (36)', 'Hiburan malam (35)', 'Pemandangan & Tengara (27)', 'Hiburan & Permainan (25)', 'Museum (15)', 'Kasino & Perjudian (14)', 'Makanan & Minuman (12)', 'Kursus & Sanggar (12)', 'Konser & Pertunjukan (10)', 'Lihat semua', 'Cocok untuk Pasangan (218)', 'Harga terjangkau (179)', 'Lokasi bulan madu (141)', 'Cocok untuk Kelompok Besar (132)', 'Bagus Saat Hujan (105)', 'Masuk Gratis (102)', 'Cocok untuk Penggemar Aktivitas Ekstrem (101)', 'Cocok untuk Anak-Anak (95)', 'Berjiwa petualang (63)', 'Tempat yang Belum Populer (42)']",North Korea,Karibia,505359
Seoul,Seoul,"['Tempat Belanja (536)', 'Tur (379)', 'Museum (376)', 'Spa & Kebugaran (301)', 'Hiburan & Permainan (298)', 'Pemandangan & Tengara (295)', 'Aktivitas Luar Ruangan (143)', 'Hiburan malam (127)', 'Makanan & Minuman (127)', 'Wisata Alam & Taman (117)', 'Kursus & Sanggar (96)', 'Transportasi (86)', 'Konser & Pertunjukan (80)', 'Sumber Informasi Wisatawan (32)', 'Tur dengan Perahu & Olahraga Air (30)', 'Lihat semua', 'Jongno-gu (261)', 'Jung-gu (211)', 'Jongno 1.2.3.4 ga-dong (110)', 'Mapo-gu (110)', 'Gangnam-gu (107)', 'Yongsan-gu (87)', 'Myeong-dong (76)', 'Myeongdong/Namdaemun (60)', 'Gwanghwamun/Jongno (59)', 'Samcheongdong/Bukchon (55)', 'Hongdae (54)', 'Songpa-gu (51)', 'Seocho-gu (50)', 'Seogyo-dong (48)', 'Seodaemun (41)', 'Lihat semua', 'Bagus Saat Hujan (200)', 'Harga terjangkau (195)', 'Masuk Gratis (180)', 'Cocok untuk Anak-Anak (176)', 'Cocok untuk Pasangan (155)', 'Cocok untuk Kelompok Besar (129)', 'Lokasi bulan madu (28)', 'Tempat yang Belum Populer (22)', 'Cocok untuk Penggemar Aktivitas Ekstrem (21)', 'Berjiwa petualang (12)']",North Korea,Korea Selatan,491516
Gorno-Badakhshan Province,Gorno-Badakhshan Province,"['Wisata Alam & Taman (6)', 'Tur (4)', 'Aktivitas Luar Ruangan (3)', 'Pemandangan & Tengara (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)']",Tajikistan,Tajikistan,161
Khatlon Province,Khatlon Province,"['Pemandangan & Tengara (24)', 'Wisata Alam & Taman (10)', 'Museum (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Konser & Pertunjukan (1)', 'Aktivitas Luar Ruangan (1)', 'Masuk Gratis (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)']",Tajikistan,Tajikistan,145
Karotegin Province,Karotegin Province,"['Pemandangan & Tengara (15)', 'Wisata Alam & Taman (11)', 'Aktivitas Luar Ruangan (4)', 'Tempat Belanja (2)', 'Tur (2)', 'Museum (2)', 'Makanan & Minuman (1)', 'Sumber Informasi Wisatawan (1)', 'Harga terjangkau (5)', 'Masuk Gratis (4)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (1)']",Tajikistan,Tajikistan,565
Murghab,Murghab,"['Wisata Alam & Taman (6)', 'Tur (4)', 'Aktivitas Luar Ruangan (3)', 'Pemandangan & Tengara (1)', 'Transportasi (1)', 'Cocok untuk Pasangan (1)']",Tajikistan,"Gorno-Badakhshan Province, Tajikistan",123
Khorog,Khorog,"['Wisata Alam & Taman (6)', 'Pemandangan & Tengara (4)', 'Tempat Belanja (2)', 'Makanan & Minuman (1)', 'Tur (1)', 'Museum (1)', 'Sumber Informasi Wisatawan (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (4)', 'Masuk Gratis (4)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Anak-Anak (1)', 'Bagus Saat Hujan (1)']",Tajikistan,"Karotegin Province, Tajikistan",460
Sughd Province,Sughd Province,"['Pemandangan & Tengara (36)', 'Wisata Alam & Taman (17)', 'Museum (7)', 'Aktivitas Luar Ruangan (4)', 'Hiburan malam (3)', 'Tur (2)', 'Transportasi (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Sumber Informasi Wisatawan (1)', 'Masuk Gratis (10)', 'Harga terjangkau (8)', 'Cocok untuk Kelompok Besar (7)', 'Cocok untuk Anak-Anak (3)', 'Bagus Saat Hujan (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Tajikistan,Tajikistan,1097
Khujand,Khujand,"['Pemandangan & Tengara (20)', 'Wisata Alam & Taman (7)', 'Hiburan malam (3)', 'Aktivitas Luar Ruangan (3)', 'Tur (2)', 'Museum (2)', 'Transportasi (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Sumber Informasi Wisatawan (1)', 'Masuk Gratis (7)', 'Harga terjangkau (6)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (2)']",Tajikistan,"Sughd Province, Tajikistan",784
Dushanbe,Dushanbe,"['Pemandangan & Tengara (35)', 'Aktivitas Luar Ruangan (27)', 'Tur (24)', 'Wisata Alam & Taman (15)', 'Tempat Belanja (12)', 'Museum (10)', 'Hiburan malam (8)', 'Hiburan & Permainan (8)', 'Transportasi (8)', 'Konser & Pertunjukan (6)', 'Makanan & Minuman (5)', 'Spa & Kebugaran (2)', 'Kebun Binatang & Akuarium (2)', 'Kursus & Sanggar (1)', 'Taman Air & Taman Hiburan (1)', 'Lihat semua', 'Harga terjangkau (18)', 'Masuk Gratis (17)', 'Cocok untuk Kelompok Besar (9)', 'Cocok untuk Anak-Anak (8)', 'Bagus Saat Hujan (8)', 'Cocok untuk Pasangan (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']",Tajikistan,Tajikistan,5675
Bardia National Park,Bardia National Park,"['Tur (3)', 'Aktivitas Luar Ruangan (3)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']",Nepal,"Bheri Zone, Nepal",1687
Langtang National Park,Langtang National Park,"['Wisata Alam & Taman (4)', 'Aktivitas Luar Ruangan (3)', 'Pemandangan & Tengara (1)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (2)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']",Nepal,"Bagmati Zone, Nepal",293
Sagarmatha National Park,Sagarmatha National Park,"['Wisata Alam & Taman (8)', 'Pemandangan & Tengara (2)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Cocok untuk Kelompok Besar (4)', 'Berjiwa petualang (3)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']",Nepal,"Sagarmatha Zone, Nepal",870
Chitwan National Park,Chitwan National Park,"['Tur (11)', 'Aktivitas Luar Ruangan (11)', 'Wisata Alam & Taman (3)', 'Pemandangan & Tengara (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Cocok untuk Anak-Anak (6)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Pasangan (5)', 'Harga terjangkau (5)', 'Berjiwa petualang (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (3)', 'Lokasi bulan madu (2)', 'Tempat yang Belum Populer (1)']",Nepal,"Chitwan District, Nepal",5473
Seti Zone,Seti Zone,"['Museum (1)', 'Wisata Alam & Taman (1)']",Nepal,"Far-Western Region, Nepal",143
Far-Western Region,Far-Western Region,"['Wisata Alam & Taman (2)', 'Tur (1)', 'Museum (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)']",Nepal,Nepal,233
Mid-Western Region,Mid-Western Region,"['Tur (9)', 'Aktivitas Luar Ruangan (7)', 'Wisata Alam & Taman (4)', 'Pemandangan & Tengara (3)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Kelompok Besar (3)', 'Harga terjangkau (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']",Nepal,Nepal,2299
Mechi Zone,Mechi Zone,"['Pemandangan & Tengara (5)', 'Wisata Alam & Taman (2)', 'Tur (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']",Nepal,"Eastern Region, Nepal",138
Dhaulagiri Zone,Dhaulagiri Zone,"['Pemandangan & Tengara (9)', 'Wisata Alam & Taman (7)', 'Aktivitas Luar Ruangan (7)', 'Tur (3)', 'Transportasi (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Museum (1)', 'Masuk Gratis (5)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (3)', 'Berjiwa petualang (2)', 'Cocok untuk Pasangan (1)']",Nepal,"Western Region, Nepal",1219
Eastern Region,Eastern Region,"['Wisata Alam & Taman (21)', 'Tur (19)', 'Pemandangan & Tengara (19)', 'Aktivitas Luar Ruangan (12)', 'Hiburan malam (2)', 'Museum (2)', 'Transportasi (2)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Kelompok Besar (13)', 'Masuk Gratis (10)', 'Cocok untuk Penggemar Aktivitas Ekstrem (7)', 'Harga terjangkau (5)', 'Berjiwa petualang (4)', 'Cocok untuk Pasangan (3)', 'Tempat yang Belum Populer (3)', 'Bagus Saat Hujan (2)', 'Cocok untuk Anak-Anak (1)']",Nepal,Nepal,4404
Western Region,Western Region,"['Tur (298)', 'Aktivitas Luar Ruangan (268)', 'Tur dengan Perahu & Olahraga Air (90)', 'Pemandangan & Tengara (63)', 'Spa & Kebugaran (53)', 'Wisata Alam & Taman (40)', 'Tempat Belanja (33)', 'Transportasi (25)', 'Kursus & Sanggar (11)', 'Museum (9)', 'Makanan & Minuman (8)', 'Hiburan malam (7)', 'Hiburan & Permainan (7)', 'Taman Air & Taman Hiburan (1)', 'Konser & Pertunjukan (1)', 'Harga terjangkau (141)', 'Cocok untuk Pasangan (108)', 'Cocok untuk Kelompok Besar (101)', 'Cocok untuk Penggemar Aktivitas Ekstrem (79)', 'Cocok untuk Anak-Anak (66)', 'Bagus Saat Hujan (63)', 'Berjiwa petualang (58)', 'Masuk Gratis (46)', 'Lokasi bulan madu (25)', 'Tempat yang Belum Populer (14)']",Nepal,Nepal,109034
Central Region,Central Region,"['Tur (1.969)', 'Aktivitas Luar Ruangan (1.675)', 'Transportasi (259)', 'Tur dengan Perahu & Olahraga Air (221)', 'Pemandangan & Tengara (207)', 'Tempat Belanja (139)', 'Spa & Kebugaran (103)', 'Makanan & Minuman (64)', 'Kursus & Sanggar (61)', 'Wisata Alam & Taman (59)', 'Hiburan & Permainan (46)', 'Museum (42)', 'Hiburan malam (26)', 'Kasino & Perjudian (5)', 'Sumber Informasi Wisatawan (5)', 'Lihat semua', 'Harga terjangkau (628)', 'Cocok untuk Kelompok Besar (575)', 'Cocok untuk Pasangan (455)', 'Cocok untuk Penggemar Aktivitas Ekstrem (436)', 'Berjiwa petualang (285)', 'Cocok untuk Anak-Anak (256)', 'Bagus Saat Hujan (156)', 'Masuk Gratis (106)', 'Tempat yang Belum Populer (63)', 'Lokasi bulan madu (37)']",Nepal,Nepal,324974
Lumbini Sanskritik,Lumbini Sanskritik,"['Pemandangan & Tengara (11)', 'Hiburan & Permainan (1)']",Nepal,"Lumbini Zone, Nepal",138
Bheri Zone,Bheri Zone,"['Tur (7)', 'Aktivitas Luar Ruangan (6)', 'Wisata Alam & Taman (2)', 'Hiburan malam (1)', 'Makanan & Minuman (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Kelompok Besar (2)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)']",Nepal,"Mid-Western Region, Nepal",2219
Janakpur Zone,Janakpur Zone,"['Pemandangan & Tengara (7)', 'Wisata Alam & Taman (2)', 'Tempat Belanja (1)', 'Tur (1)', 'Museum (1)', 'Transportasi (1)', 'Masuk Gratis (3)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)']",Nepal,"Central Region, Nepal",326
Khumjung,Khumjung,"['Pemandangan & Tengara (2)', 'Tur (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']",Nepal,"Eastern Region, Nepal",176
Kosi Zone,Kosi Zone,"['Pemandangan & Tengara (8)', 'Wisata Alam & Taman (4)', 'Tur (2)', 'Makanan & Minuman (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Kelompok Besar (3)', 'Masuk Gratis (2)', 'Tempat yang Belum Populer (1)']",Nepal,"Eastern Region, Nepal",348
Narayani Zone,Narayani Zone,"['Tur (41)', 'Aktivitas Luar Ruangan (41)', 'Pemandangan & Tengara (11)', 'Wisata Alam & Taman (11)', 'Transportasi (6)', 'Museum (4)', 'Hiburan malam (2)', 'Spa & Kebugaran (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Tempat Belanja (1)', 'Konser & Pertunjukan (1)', 'Cocok untuk Anak-Anak (17)', 'Cocok untuk Kelompok Besar (16)', 'Cocok untuk Pasangan (13)', 'Harga terjangkau (13)', 'Cocok untuk Penggemar Aktivitas Ekstrem (7)', 'Berjiwa petualang (6)', 'Bagus Saat Hujan (5)', 'Lokasi bulan madu (3)', 'Masuk Gratis (3)', 'Tempat yang Belum Populer (1)']",Nepal,"Central Region, Nepal",16256
Lumbini Zone,Lumbini Zone,"['Pemandangan & Tengara (32)', 'Tur (14)', 'Aktivitas Luar Ruangan (11)', 'Tur dengan Perahu & Olahraga Air (2)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Harga terjangkau (9)', 'Masuk Gratis (8)', 'Cocok untuk Kelompok Besar (7)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (1)']",Nepal,"Western Region, Nepal",4374
Gokarneshwor,Gokarneshwor,"['Tur (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Kelompok Besar (1)', 'Berjiwa petualang (1)']",Nepal,"Bagmati Zone, Nepal",155
Manang,Manang,"['Wisata Alam & Taman (3)', 'Pemandangan & Tengara (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (1)', 'Masuk Gratis (1)']",Nepal,"Gandaki Zone, Nepal",138
Chitwan District,Chitwan District,"['Tur (40)', 'Aktivitas Luar Ruangan (39)', 'Wisata Alam & Taman (7)', 'Transportasi (5)', 'Pemandangan & Tengara (4)', 'Museum (4)', 'Hiburan malam (2)', 'Spa & Kebugaran (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Tempat Belanja (1)', 'Konser & Pertunjukan (1)', 'Cocok untuk Anak-Anak (15)', 'Cocok untuk Pasangan (12)', 'Harga terjangkau (11)', 'Cocok untuk Kelompok Besar (11)', 'Berjiwa petualang (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Bagus Saat Hujan (5)', 'Lokasi bulan madu (3)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']",Nepal,"Narayani Zone, Nepal",15329
Nuwakot,Nuwakot,"['Tur (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']",Nepal,"Bagmati Zone, Nepal",238
Panauti,Panauti,"['Pemandangan & Tengara (4)', 'Museum (1)', 'Harga terjangkau (1)']",Nepal,"Bagmati Zone, Nepal",152
Dhangadhi,Dhangadhi,['Museum (1)'],Nepal,"Seti Zone, Nepal",133
Gokyo,Gokyo,"['Tur (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)']",Nepal,"Sagarmatha Zone, Nepal",134
Tengboche,Tengboche,"['Pemandangan & Tengara (1)', 'Harga terjangkau (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']",Nepal,"Sagarmatha Zone, Nepal",134
Dhading,Dhading,"['Tur (2)', 'Makanan & Minuman (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Transportasi (1)', 'Aktivitas Luar Ruangan (1)']",Nepal,"Bagmati Zone, Nepal",130
