Spot / Vendor,Type,reviewers,link
Lovina Cheap Taxi - Buleleng,['Transportasi (42)'],13,https://www.tripadvisor.co.id/Attraction_Review-g297699-d13484535-Reviews-Lovina_Cheap_Taxi-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Ocean_bumi tour driver bali - Buleleng,['Transportasi (42)'],8,https://www.tripadvisor.co.id/Attraction_Review-g297699-d15816784-Reviews-Ocean_bumi_tour_driver_bali-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Lovina Driver Tour - Buleleng,['Transportasi (42)'],9,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12673881-Reviews-Lovina_Driver_Tour-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
I Gede Sudana - Buleleng,['Transportasi (42)'],7,https://www.tripadvisor.co.id/Attraction_Review-g297699-d15574837-Reviews-I_Gede_Sudana-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Yuli Transport - Buleleng,['Transportasi (42)'],4,https://www.tripadvisor.co.id/Attraction_Review-g297699-d13505710-Reviews-Yuli_Transport-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Lovina Bali Tours - Buleleng,"['Transportasi (42)', 'Makanan & Minuman (12)', 'Kursus & Sanggar (11)']",3,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d17407857-Reviews-Lovina_Bali_Tours-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Mustika Lovina Taxi - Buleleng,['Transportasi (42)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d12454183-Reviews-Mustika_Lovina_Taxi-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Lovina Ticket Dolphin & Diving - Buleleng,['Transportasi (42)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1600250-d21073539-Reviews-Lovina_Ticket_Dolphin_Diving-Kaliasem_Lovina_Beach_Buleleng_District_Buleleng_R.html
Damai Transport - Buleleng,['Transportasi (42)'],2,https://www.tripadvisor.co.id/Attraction_Review-g297699-d13387597-Reviews-Damai_Transport-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
PERMAI scuba dive - Buleleng,['Transportasi (42)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d17661789-Reviews-PERMAI_scuba_dive-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Center for Inspired Travel - Buleleng,"['Transportasi (42)', 'Makanan & Minuman (12)', 'Makanan & Minuman (12)', 'Kursus & Sanggar (11)', 'Kursus & Sanggar (11)', 'Hiburan & Permainan (4)', 'Hiburan & Permainan (4)']",1,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d17643645-Reviews-Center_for_Inspired_Travel-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Bali Lovina Taxi Driver - Buleleng,['Transportasi (42)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d13933644-Reviews-Bali_Lovina_Taxi_Driver-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Lovina Taxi at Carma Shop - Buleleng,['Transportasi (42)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d17390015-Reviews-Lovina_Taxi_at_Carma_Shop-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regen.html
Air Terjun Sekumpul - Buleleng,"['Wisata Alam & Taman (19)', 'Cocok untuk Pasangan (52)', 'Harga terjangkau (37)', 'Cocok untuk Kelompok Besar (21)', 'Lokasi bulan madu (18)', 'Cocok untuk Penggemar Aktivitas Ekstrem (12)', 'Tempat yang Belum Populer (8)', 'Berjiwa petualang (7)']",1330,https://www.tripadvisor.co.id/Attraction_Review-g297699-d3218339-Reviews-Sekumpul_Waterfalls-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Air Panas Banjar - Buleleng,"['Wisata Alam & Taman (19)', 'Cocok untuk Pasangan (52)', 'Harga terjangkau (37)', 'Cocok untuk Anak-Anak (34)', 'Cocok untuk Kelompok Besar (21)', 'Lokasi bulan madu (18)', 'Tempat yang Belum Populer (8)']",1052,https://www.tripadvisor.co.id/Attraction_Review-g297699-d805528-Reviews-Banjar_Hot_Springs-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Gitgit - Buleleng,"['Wisata Alam & Taman (19)', 'Cocok untuk Pasangan (52)', 'Harga terjangkau (37)', 'Cocok untuk Anak-Anak (34)', 'Cocok untuk Kelompok Besar (21)', 'Lokasi bulan madu (18)']",1326,https://www.tripadvisor.co.id/Attraction_Review-g297699-d626130-Reviews-Gitgit_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
7 Air Terjun Sambangan - Buleleng,"['Wisata Alam & Taman (19)', 'Harga terjangkau (37)', 'Cocok untuk Penggemar Aktivitas Ekstrem (12)', 'Berjiwa petualang (7)']",47,https://www.tripadvisor.co.id/Attraction_Review-g297699-d3668958-Reviews-7_Air_Terjun_Sambangan-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Lemukih - Buleleng,"['Wisata Alam & Taman (19)', 'Harga terjangkau (37)', 'Cocok untuk Penggemar Aktivitas Ekstrem (12)']",28,https://www.tripadvisor.co.id/Attraction_Review-g297699-d8775972-Reviews-Lemukih_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Kolam Yeh Sanih (Air Sanih) - Buleleng,"['Wisata Alam & Taman (19)', 'Harga terjangkau (37)', 'Cocok untuk Anak-Anak (34)', 'Cocok untuk Kelompok Besar (21)']",52,https://www.tripadvisor.co.id/Attraction_Review-g297699-d6394471-Reviews-Yeh_Sanih_Spring-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Bugo Camp - Buleleng,['Wisata Alam & Taman (19)'],2,https://www.tripadvisor.co.id/Attraction_Review-g297699-d21230241-Reviews-Bugo_Camp-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Kroya - Buleleng,['Wisata Alam & Taman (19)'],12,https://www.tripadvisor.co.id/Attraction_Review-g297699-d11959092-Reviews-Kroya_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Sambangan Waterfall - Buleleng,['Wisata Alam & Taman (19)'],18,https://www.tripadvisor.co.id/Attraction_Review-g297699-d7692164-Reviews-Sambangan_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Pantai Eks - Buleleng,"['Wisata Alam & Taman (19)', 'Masuk Gratis (9)']",26,https://www.tripadvisor.co.id/Attraction_Review-g297699-d8666756-Reviews-Eks_Beach-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Manik - Buleleng,['Wisata Alam & Taman (19)'],8,https://www.tripadvisor.co.id/Attraction_Review-g297699-d9739760-Reviews-Pucak_Manik_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Colek Pamor Waterfalls - Buleleng,['Wisata Alam & Taman (19)'],8,https://www.tripadvisor.co.id/Attraction_Review-g297699-d8471612-Reviews-Colek_Pamor_Waterfalls-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Pucak Sari - Buleleng,['Wisata Alam & Taman (19)'],6,https://www.tripadvisor.co.id/Attraction_Review-g297699-d11959094-Reviews-Pucak_Sari_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Melka Excelsoir Resor Lumba-Lumba & Kehidupan Liar - Buleleng,['Wisata Alam & Taman (19)'],134,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d1371276-Reviews-Melka_Excelsior_Dolphin_Wildlife_Resort-Anturan_Lovina_Beach_Buleleng_District_B.html
Pantai Penimbangan - Buleleng,['Wisata Alam & Taman (19)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d17853448-Reviews-Penimbangan_Beach-Buleleng_District_Buleleng_Regency_Bali.html
Air terjun Singsing - Buleleng,"['Wisata Alam & Taman (19)', 'Harga terjangkau (37)']",26,https://www.tripadvisor.co.id/Attraction_Review-g1600235-d6516105-Reviews-Singsing_Waterfall-Temukus_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Cinta - Buleleng,['Wisata Alam & Taman (19)'],6,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d12499842-Reviews-Air_Terjun_Cinta-Buleleng_District_Buleleng_Regency_Bali.html
Taman Bung Karno - Buleleng,['Wisata Alam & Taman (19)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d13803001-Reviews-Bung_Karno_Park-Buleleng_District_Buleleng_Regency_Bali.html
Kirani Salon and Spa - Buleleng,['Spa & Kebugaran (16)'],135,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d7745770-Reviews-Kirani_Salon_and_Spa-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bal.html
The Damai Spa - Buleleng,['Spa & Kebugaran (16)'],55,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d14147291-Reviews-The_Damai_Spa-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Salon dan Massage Agung - Buleleng,['Spa & Kebugaran (16)'],101,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d3211063-Reviews-Agung_s_Massage_Salon-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Cambodja Spa - Buleleng,['Spa & Kebugaran (16)'],23,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12505974-Reviews-Cambodja_Spa-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Araminth Spa Lovina - Buleleng,['Spa & Kebugaran (16)'],33,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d7178595-Reviews-Araminth_Spa_Lovina-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Jepun Salon & SPA - Buleleng,['Spa & Kebugaran (16)'],20,https://www.tripadvisor.co.id/Attraction_Review-g1600249-d15029083-Reviews-Jepun_Salon_SPA-Pemaron_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
DenBukit Retreat Jorney - Buleleng,['Spa & Kebugaran (16)'],12,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12699413-Reviews-DenBukit_Retreat_Journey-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Nada Spa Healing - Buleleng,['Spa & Kebugaran (16)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d15852856-Reviews-Nada_Spa_Healing-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Pusat Yoga Lotus Sherab - Buleleng,['Spa & Kebugaran (16)'],15,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d4711903-Reviews-Lotus_Sherab_Yogacenter-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Santhika Bed&Breakfast Activities - Buleleng,"['Spa & Kebugaran (16)', 'Makanan & Minuman (12)', 'Kursus & Sanggar (11)']",9,https://www.tripadvisor.co.id/Attraction_Review-g1600250-d10754944-Reviews-Santhika_Bed_Breakfast_Activities-Kaliasem_Lovina_Beach_Buleleng_District_Bulel.html
FunkyPlace SPA - Buleleng,['Spa & Kebugaran (16)'],6,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d12170963-Reviews-FunkyPlace_SPA-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Air Terjun Santhipala Ceburan - Buleleng,['Spa & Kebugaran (16)'],3,https://www.tripadvisor.co.id/Attraction_Review-g297699-d4558205-Reviews-Santhipala_Ceburan_Waterfall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Ciego Massage (Blind) - Buleleng,['Spa & Kebugaran (16)'],2,https://www.tripadvisor.co.id/Attraction_Review-g297699-d7117987-Reviews-Ciego_Massage_Blind-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Green Spa - Buleleng,['Spa & Kebugaran (16)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297699-d3257392-Reviews-Green_Spa-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Balinese Spa Lovina - Buleleng,['Spa & Kebugaran (16)'],8,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d17450846-Reviews-Balinese_Spa_Lovina-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Puri Mangga Spa - Buleleng,['Spa & Kebugaran (16)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d13614931-Reviews-Puri_Mangga_Spa-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Brahma Vihara Arama - Buleleng,"['Pemandangan & Tengara (16)', 'Cocok untuk Pasangan (52)', 'Harga terjangkau (37)', 'Cocok untuk Kelompok Besar (21)', 'Masuk Gratis (9)', 'Tempat yang Belum Populer (8)']",338,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d3317179-Reviews-Brahma_Vihara_Arama_Buddhist_Monastery-Buleleng_District_Buleleng_Regency_Bali.html
Pura Dalem Jagaraga - Buleleng,"['Pemandangan & Tengara (16)', 'Harga terjangkau (37)']",33,https://www.tripadvisor.co.id/Attraction_Review-g297699-d6584089-Reviews-Dalem_Jagaraga_Temple-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Chinese Temple Singaraja Tempat Ibadat Tridharma - Buleleng,"['Pemandangan & Tengara (16)', 'Harga terjangkau (37)', 'Masuk Gratis (9)']",37,https://www.tripadvisor.co.id/Attraction_Review-g297699-d8454003-Reviews-Chinese_Temple_Singaraja_Tempat_Ibadat_Tridharma-Singaraja_Buleleng_District_Bule.html
Klenteng Ling Guang Kiong - Buleleng,['Pemandangan & Tengara (16)'],20,https://www.tripadvisor.co.id/Attraction_Review-g297699-d8454011-Reviews-Ling_Gwang_Kiong_Chinese_Temple-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Tenun Ikat - Buleleng,['Pemandangan & Tengara (16)'],10,https://www.tripadvisor.co.id/Attraction_Review-g297699-d4326051-Reviews-Tenun_Ikat-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Candi Budha Kalibukbuk - Buleleng,['Pemandangan & Tengara (16)'],7,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d13325863-Reviews-Kalibukbuk_Buddhist_Temple-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Handara Iconic Gate - Buleleng,['Pemandangan & Tengara (16)'],39,https://www.tripadvisor.co.id/Attraction_Review-g297699-d15852774-Reviews-Handara_Iconic_Gate-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Teras Sawah Ambengan - Buleleng,['Pemandangan & Tengara (16)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d7619297-Reviews-Ambengan_Rice_Terrace-Buleleng_District_Buleleng_Regency_Bali.html
Makam Jayaprana - Buleleng,['Pemandangan & Tengara (16)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d10157813-Reviews-Makam_Jayaprana-Buleleng_District_Buleleng_Regency_Bali.html
Petirtan Mumbul - Buleleng,['Pemandangan & Tengara (16)'],3,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d14028090-Reviews-Petirtan_Mumbul-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Tugu Singa Ambara Raja - Buleleng,['Pemandangan & Tengara (16)'],4,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12726495-Reviews-Tugu_Singa_Ambara_Raja-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Bali Aga Village - Buleleng,['Pemandangan & Tengara (16)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297699-d11851008-Reviews-Bali_Aga_Village-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Pura Purohita - Buleleng,['Pemandangan & Tengara (16)'],2,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12726344-Reviews-Purohita_Temple-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Pura Sakti Pejarakan - Buleleng,['Pemandangan & Tengara (16)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12832692-Reviews-Pura_Sakti_Pejarakan-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Desa Lemukih - Buleleng,['Pemandangan & Tengara (16)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d13964960-Reviews-Lemukih_Village-Buleleng_District_Buleleng_Regency_Bali.html
Pura Tirta Lebah - Buleleng,['Pemandangan & Tengara (16)'],0,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12832654-Reviews-Pura_Tirta_Lebah-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Red Tartare Home Cooking Service and Cooking Class - Buleleng,"['Makanan & Minuman (12)', 'Kursus & Sanggar (11)']",55,https://www.tripadvisor.co.id/Attraction_Review-g1600250-d14093949-Reviews-Red_Tartare_Home_Cooking_Service_and_Cooking_Class-Kaliasem_Lovina_Beach_Bulele.html
Adjanibali - Kursus Masak - Buleleng,"['Makanan & Minuman (12)', 'Kursus & Sanggar (11)']",27,https://www.tripadvisor.co.id/Attraction_Review-g297699-d3545962-Reviews-Adjanibali_Cooking_Class-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Cooking Course FunkyPlace - Buleleng,"['Makanan & Minuman (12)', 'Kursus & Sanggar (11)']",2,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d16725663-Reviews-Cooking_Course_FunkyPlace-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Made Bali Guide - Tur Harian - Buleleng,['Makanan & Minuman (12)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297699-d7701033-Reviews-Made_Bali_Guide_Day_Tours-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Sehe Bali Cooking Class - Buleleng,"['Makanan & Minuman (12)', 'Kursus & Sanggar (11)', 'Hiburan malam (7)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d19507818-Reviews-Sehe_Bali_Cooking_Class-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency.html
U do Bali - Buleleng,['Makanan & Minuman (12)'],0,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d13988556-Reviews-U_do_Bali-Buleleng_District_Buleleng_Regency_Bali.html
Putus' Cooking School - Buleleng,"['Makanan & Minuman (12)', 'Kursus & Sanggar (11)']",0,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d12257727-Reviews-Putus_Cooking_School-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Lovina Shanti Spa - Buleleng,"['Kursus & Sanggar (11)', 'Hiburan & Permainan (4)']",2,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d19435001-Reviews-Lovina_Shanti_Spa-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Zigiz Bar - Buleleng,['Hiburan malam (7)'],31,https://www.tripadvisor.co.id/Attraction_Review-g1600236-d10490798-Reviews-Zigiz_Bar-Anturan_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Bar Poco - Buleleng,['Hiburan malam (7)'],9,https://www.tripadvisor.co.id/Attraction_Review-g297699-d6607911-Reviews-Poco_Bar-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Kantin 21 Bar Lovina - Buleleng,['Hiburan malam (7)'],74,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d6522131-Reviews-Kantin_21_Bar_Lovina-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Bar Sun Rise - Buleleng,['Hiburan malam (7)'],1,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d1771475-Reviews-Sun_Rise_Bar-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Warung Mu - Buleleng,['Hiburan malam (7)'],12,https://www.tripadvisor.co.id/Attraction_Review-g1372806-d6924776-Reviews-Warung_Mu-Buleleng_District_Buleleng_Regency_Bali.html
Klub Malam Pashaa - Buleleng,['Hiburan malam (7)'],5,https://www.tripadvisor.co.id/Attraction_Review-g297699-d6607928-Reviews-Pashaa_Night_Club-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Pasar Seririt - Buleleng,"['Tempat Belanja (6)', 'Harga terjangkau (37)', 'Masuk Gratis (9)']",30,https://www.tripadvisor.co.id/Attraction_Review-g1600235-d8535200-Reviews-Seririt_Market-Temukus_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Krisna Oleh-oleh - Buleleng,['Tempat Belanja (6)'],4,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12110831-Reviews-Krisna_Oleh_oleh-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Art Patio - Buleleng,"['Tempat Belanja (6)', 'Museum (3)']",2,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d10085179-Reviews-Art_Patio-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Good Karma Collection - Buleleng,['Tempat Belanja (6)'],1,https://www.tripadvisor.co.id/Attraction_Review-g297699-d13137412-Reviews-Good_Karma_Collection-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Hardy's Mall - Buleleng,['Tempat Belanja (6)'],5,https://www.tripadvisor.co.id/Attraction_Review-g297699-d12730960-Reviews-Hardy_s_Mall-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Lovina Organic - Buleleng,['Tempat Belanja (6)'],2,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d12877328-Reviews-Lovina_Organic-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Krisna Funtastic Land - Buleleng,"['Hiburan & Permainan (4)', 'Taman Air & Taman Hiburan (2)']",49,https://www.tripadvisor.co.id/Attraction_Review-g1600235-d13222036-Reviews-Krisna_Funtastic_Land-Temukus_Lovina_Beach_Buleleng_District_Buleleng_Regency_B.html
Museum Gedong Kertya - Buleleng,"['Museum (3)', 'Bagus Saat Hujan (24)']",20,https://www.tripadvisor.co.id/Attraction_Review-g297699-d7057390-Reviews-Gedong_Kertya_Museum-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Museum Buleleng - Buleleng,['Museum (3)'],12,https://www.tripadvisor.co.id/Attraction_Review-g297699-d7347954-Reviews-Buleleng_Museum-Singaraja_Buleleng_District_Buleleng_Regency_Bali.html
Krisna Waterpark - Buleleng,['Taman Air & Taman Hiburan (2)'],7,https://www.tripadvisor.co.id/Attraction_Review-g1600235-d15064813-Reviews-Krisna_Waterpark-Temukus_Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Perpustakaan Umum Coba Baca - Buleleng,['Sumber Informasi Wisatawan (1)'],10,https://www.tripadvisor.co.id/Attraction_Review-g1599559-d3972004-Reviews-Coba_Baca_Public_Library-Lovina_Beach_Buleleng_District_Buleleng_Regency_Bali.html
Bunut Bolong - Pekutatan,"['Wisata Alam & Taman (2)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Masuk Gratis (1)']",73,https://www.tripadvisor.co.id/Attraction_Review-g1234719-d7043115-Reviews-Bunut_Bolong-Pekutatan_Bali.html
Air Terjun Juwuk Manis - Pekutatan,"['Wisata Alam & Taman (2)', 'Cocok untuk Pasangan (1)']",12,https://www.tripadvisor.co.id/Attraction_Review-g1234719-d14108467-Reviews-Juwuk_Manis_Waterfall-Pekutatan_Bali.html
Pantai Kedung Tumpang - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)', 'Harga terjangkau (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)']",42,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d8757898-Reviews-Kedung_Tumpang_Beach-Tulungagung_East_Java_Java.html
Taman Aloon Aloon - Tulungagung,"['Wisata Alam & Taman (24)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (2)']",31,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d8504119-Reviews-Taman_Aloon_Aloon-Tulungagung_East_Java_Java.html
Pantai Sanggar - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",22,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d8608121-Reviews-Sanggar_Beach-Tulungagung_East_Java_Java.html
Ranu Gumbolo - Tulungagung,['Wisata Alam & Taman (24)'],14,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11773733-Reviews-Ranu_Gumbolo-Tulungagung_East_Java_Java.html
Pantai Coro - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",9,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10682031-Reviews-Coro_Beach-Tulungagung_East_Java_Java.html
Bendungan Wonorejo - Tulungagung,"['Wisata Alam & Taman (24)', 'Cocok untuk Anak-Anak (2)']",20,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11621243-Reviews-Wonorejo_Dam-Tulungagung_East_Java_Java.html
Pantai Gemah - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",19,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d12876412-Reviews-Gemah_Beach-Tulungagung_East_Java_Java.html
Pantai Ngalur - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",8,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11621258-Reviews-Ngalur_Beach-Tulungagung_East_Java_Java.html
Air Terjun Alas Kandung - Tulungagung,['Wisata Alam & Taman (24)'],10,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11919955-Reviews-Alas_Kandung_Waterfall-Tulungagung_East_Java_Java.html
Hutan Kota Tulungagung - Tulungagung,['Wisata Alam & Taman (24)'],13,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d8758572-Reviews-Hutan_Kota_Tulungagung-Tulungagung_East_Java_Java.html
Pantai Pathok Gebang - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",7,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11621251-Reviews-Pathok_Gebang_Beach-Tulungagung_East_Java_Java.html
Pantai Sine - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",12,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10686307-Reviews-Sine_Beach-Tulungagung_East_Java_Java.html
Tebing Bayumulok - Tulungagung,['Wisata Alam & Taman (24)'],6,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d9697129-Reviews-Bayumulok_Cliff-Tulungagung_East_Java_Java.html
Gunung Budheg - Tulungagung,['Wisata Alam & Taman (24)'],4,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d12443086-Reviews-Mount_Budheg-Tulungagung_East_Java_Java.html
Pantai Lumbung - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",6,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11621246-Reviews-Lumbung_Beach-Tulungagung_East_Java_Java.html
Pantai Pacar - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",5,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d11959172-Reviews-Pacar_Beach-Tulungagung_East_Java_Java.html
Pantai Klatak - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",5,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d10686312-Reviews-Klatak_Beach-Tulungagung_East_Java_Java.html
Pantai Kelinci - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",3,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d13568351-Reviews-Kelinci_Beach-Tulungagung_East_Java_Java.html
Pantai Brumbun - Tulungagung,"['Wisata Alam & Taman (24)', 'Aktivitas Luar Ruangan (17)']",6,https://www.tripadvisor.co.id/Attraction_Review-g3207852-d6516177-Reviews-Brumbun_Beach-Tulungagung_East_Java_Java.html
