Spot/Vendor,Travel Destination,Spot / Vendor Name,Type,Link,Review Count
Bali Traders Academy - Denpasar,Denpasar,Bali Traders Academy,"['Kursus & Sanggar (71)', 'Pemandangan & Tengara (38)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d21207142-Reviews-Bali_Traders_Academy-Denpasar_Bali.html,6.0
Bali Soap Class - Denpasar,Denpasar,Bali Soap Class,['Kursus & Sanggar (71)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d12806061-Reviews-Bali_Soap_Class-Denpasar_Bali.html,17.0
Cocoil Bali - Denpasar,Denpasar,Cocoil Bali,['Kursus & Sanggar (71)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d14758560-Reviews-Cocoil_Bali-Denpasar_Bali.html,4.0
Sanur Silver Making Jewellery Studio - Denpasar,Denpasar,Sanur Silver Making Jewellery Studio,['Kursus & Sanggar (71)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d6584236-Reviews-Sanur_Silver_Making_Jewellery_Studio-Denpasar_Bali.html,7.0
Bali Spa Training Center - Denpasar,Denpasar,Bali Spa Training Center,['Kursus & Sanggar (71)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d10596880-Reviews-Bali_Spa_Training_Center-Denpasar_Bali.html,2.0
Kris Bali Tailor - Denpasar,Denpasar,Kris Bali Tailor,"['Kursus & Sanggar (71)', 'Hiburan & Permainan (44)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d17664033-Reviews-Kris_Bali_Tailor-Denpasar_Bali.html,1.0
Agu Bali - Denpasar,Denpasar,Agu Bali,['Kursus & Sanggar (71)'],https://www.tripadvisor.co.id/Attraction_Review-g3137978-d15356299-Reviews-Agu_Bali-Serangan_Denpasar_Bali.html,8.0
Peek A Boo - Denpasar,Denpasar,Peek A Boo,"['Hiburan & Permainan (44)', 'Wisata Alam & Taman (30)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d3381774-Reviews-Peek_A_Boo-Sanur_Denpasar_Bali.html,165.0
SOS from the Deep - Denpasar,Denpasar,SOS from the Deep,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d13384354-Reviews-SOS_from_the_Deep-Sanur_Denpasar_Bali.html,37.0
Bali Screen Golf - Denpasar,Denpasar,Bali Screen Golf,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19700977-Reviews-Bali_Screen_Golf-Denpasar_Bali.html,1.0
5D cinema - Denpasar,Denpasar,5D cinema,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d4788014-Reviews-5D_cinema-Denpasar_Bali.html,19.0
Gong Bali Paintball - Denpasar,Denpasar,Gong Bali Paintball,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d11773165-Reviews-Gong_Bali_Paintball-Denpasar_Bali.html,11.0
Bali Fire Shooting Club - Denpasar,Denpasar,Bali Fire Shooting Club,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d19187975-Reviews-Bali_Fire_Shooting_Club-Sanur_Denpasar_Bali.html,2.0
The Game Lounge - Denpasar,Denpasar,The Game Lounge,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d11785883-Reviews-The_Game_Lounge-Denpasar_Bali.html,1.0
Bali The Best Baby Sitting - Denpasar,Denpasar,Bali The Best Baby Sitting,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d16883310-Reviews-Bali_The_Best_Baby_Sitting-Denpasar_Bali.html,2.0
Istana Anak Anak Indoor Playcentre - Denpasar,Denpasar,Istana Anak Anak Indoor Playcentre,"['Hiburan & Permainan (44)', 'Wisata Alam & Taman (30)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d2210899-Reviews-Istana_Anak_Anak_Indoor_Playcentre-Denpasar_Bali.html,1.0
Arena Anak JB PlayRoom - Denpasar,Denpasar,Arena Anak JB PlayRoom,"['Hiburan & Permainan (44)', 'Wisata Alam & Taman (30)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d21223706-Reviews-Arena_Anak_JB_PlayRoom-Denpasar_Bali.html,
Varatrip - Denpasar,Denpasar,Varatrip,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d21129172-Reviews-Varatrip-Denpasar_Bali.html,
Bella - Denpasar,Denpasar,Bella,"['Hiburan & Permainan (44)', 'Hiburan malam (26)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d20890861-Reviews-Bella-Sanur_Denpasar_Bali.html,
ETAN Trip & Event - Denpasar,Denpasar,ETAN Trip & Event,"['Hiburan & Permainan (44)', 'Hiburan malam (26)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d20404604-Reviews-ETAN_Trip_Event-Denpasar_Bali.html,
Barong Tanah Kilap - Denpasar,Denpasar,Barong Tanah Kilap,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d20096405-Reviews-Barong_Tanah_Kilap-Denpasar_Bali.html,
Astafi Atan Hegar - Denpasar,Denpasar,Astafi Atan Hegar,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19972111-Reviews-Astafi_Atan_Hegar-Denpasar_Bali.html,
Befreetour Indonesia - Denpasar,Denpasar,Befreetour Indonesia,"['Hiburan & Permainan (44)', 'Hiburan malam (26)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d19611036-Reviews-Befreetour_Indonesia-Denpasar_Bali.html,
BDJ Cheap Car Rental with Local Driver - Denpasar,Denpasar,BDJ Cheap Car Rental with Local Driver,"['Hiburan & Permainan (44)', 'Hiburan malam (26)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d19344532-Reviews-BDJ_Cheap_Car_Rental_with_Local_Driver-Denpasar_Bali.html,
Republic of Soap - Denpasar,Denpasar,Republic of Soap,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19329229-Reviews-Republic_of_Soap-Denpasar_Bali.html,
SunnySide Shop & Playscape - Denpasar,Denpasar,SunnySide Shop & Playscape,"['Hiburan & Permainan (44)', 'Wisata Alam & Taman (30)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d19296872-Reviews-SunnySide_Shop_Playscape-Denpasar_Bali.html,
Beyond Makeup - Denpasar,Denpasar,Beyond Makeup,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19273163-Reviews-Beyond_Makeup-Denpasar_Bali.html,
Putu Vicky Nadenka Shintabella - Denpasar,Denpasar,Putu Vicky Nadenka Shintabella,['Hiburan & Permainan (44)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19250309-Reviews-Putu_Vicky_Nadenka_Shintabella-Denpasar_Bali.html,
Adimelali Bali - Denpasar,Denpasar,Adimelali Bali,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d2317986-Reviews-Adimelali_Bali-Denpasar_Bali.html,157.0
Pura Tirta Empul Segara Merta Sari - Denpasar,Denpasar,Pura Tirta Empul Segara Merta Sari,"['Pemandangan & Tengara (38)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Lokasi bulan madu (145)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d10696294-Reviews-Pura_Tirta_Empul_Segara_Merta_Sari-Sanur_Denpasar_Bali.html,238.0
Lapangan Renon - Denpasar,Denpasar,Lapangan Renon,"['Pemandangan & Tengara (38)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d379282-Reviews-Renon_Square-Denpasar_Bali.html,152.0
Big Garden Corner - Denpasar,Denpasar,Big Garden Corner,"['Pemandangan & Tengara (38)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d12268532-Reviews-Big_Garden_Corner-Sanur_Denpasar_Bali.html,191.0
Jalan Sulawesi - Denpasar,Denpasar,Jalan Sulawesi,"['Pemandangan & Tengara (38)', 'Harga terjangkau (312)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d3468891-Reviews-Jalan_Sulawesi-Denpasar_Bali.html,149.0
Taman Festival - Denpasar,Denpasar,Taman Festival,"['Pemandangan & Tengara (38)', 'Harga terjangkau (312)', 'Cocok untuk Penggemar Aktivitas Ekstrem (131)', 'Masuk Gratis (59)', 'Berjiwa petualang (57)', 'Tempat yang Belum Populer (38)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d6854217-Reviews-Taman_Festival-Denpasar_Bali.html,118.0
Pura Rambut Siwi - Denpasar,Denpasar,Pura Rambut Siwi,"['Pemandangan & Tengara (38)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d378964-Reviews-Pura_Rambut_Siwi-Denpasar_Bali.html,61.0
Taman Werdhi Budaya Art Centre - Denpasar,Denpasar,Taman Werdhi Budaya Art Centre,"['Pemandangan & Tengara (38)', 'Wisata Alam & Taman (30)', 'Konser & Pertunjukan (5)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d1913439-Reviews-Taman_Werdhi_Budaya_Art_Centre-Denpasar_Bali.html,91.0
Taman Puputan - Denpasar,Denpasar,Taman Puputan,"['Pemandangan & Tengara (38)', 'Wisata Alam & Taman (30)', 'Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d3468912-Reviews-Puputan_Garden-Denpasar_Bali.html,67.0
Luwak Coffee Bali Plantation - Denpasar,Denpasar,Luwak Coffee Bali Plantation,"['Pemandangan & Tengara (38)', 'Cocok untuk Anak-Anak (323)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d7697653-Reviews-Luwak_Coffee_Bali_Plantation-Denpasar_Bali.html,288.0
Pura Patal - Denpasar,Denpasar,Pura Patal,"['Pemandangan & Tengara (38)', 'Harga terjangkau (312)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d7174251-Reviews-Patal_Temple-Sanur_Denpasar_Bali.html,53.0
Legong Fine Art of Batik - Denpasar,Denpasar,Legong Fine Art of Batik,"['Pemandangan & Tengara (38)', 'Cocok untuk Kelompok Besar (268)', 'Bagus Saat Hujan (170)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d5957172-Reviews-Legong_Fine_Art_of_Batik-Denpasar_Bali.html,53.0
Taman Patung Titi Banda - Denpasar,Denpasar,Taman Patung Titi Banda,"['Pemandangan & Tengara (38)', 'Wisata Alam & Taman (30)', 'Harga terjangkau (312)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d7825341-Reviews-Titi_Banda_Statue-Denpasar_Bali.html,25.0
Pura Tanah Kilap - Denpasar,Denpasar,Pura Tanah Kilap,"['Pemandangan & Tengara (38)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d2634208-Reviews-Tanah_Kilap_Temple-Denpasar_Bali.html,33.0
Pura Jagatnatha - Denpasar,Denpasar,Pura Jagatnatha,"['Pemandangan & Tengara (38)', 'Harga terjangkau (312)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d531625-Reviews-Pura_Jagatnatha-Denpasar_Bali.html,90.0
Desa Budaya Kertalangu - Denpasar,Denpasar,Desa Budaya Kertalangu,"['Pemandangan & Tengara (38)', 'Cocok untuk Anak-Anak (323)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d8471307-Reviews-Kertalangu_Cultural_Village-Denpasar_Bali.html,21.0
Vihara Satya Dharma - Denpasar,Denpasar,Vihara Satya Dharma,"['Pemandangan & Tengara (38)', 'Pemandangan & Tengara (38)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d8563628-Reviews-Satya_Dharma_Shrine_Temple-Denpasar_Bali.html,13.0
Prasasti Blanjong - Denpasar,Denpasar,Prasasti Blanjong,"['Pemandangan & Tengara (38)', 'Cocok untuk Pasangan (408)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d6607666-Reviews-Blanjong_Inscription-Sanur_Denpasar_Bali.html,38.0
Pasar Kereneng - Denpasar,Denpasar,Pasar Kereneng,"['Pemandangan & Tengara (38)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d1491147-Reviews-Pasar_Kereneng-Denpasar_Bali.html,72.0
Tohpati Village - Denpasar,Denpasar,Tohpati Village,"['Pemandangan & Tengara (38)', 'Bagus Saat Hujan (170)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d5980315-Reviews-Tohpati_Village-Denpasar_Bali.html,22.0
Pura Dalem Pengembak - Denpasar,Denpasar,Pura Dalem Pengembak,"['Pemandangan & Tengara (38)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d10492581-Reviews-Pura_Dalem_Pengembak-Sanur_Denpasar_Bali.html,13.0
Masjid Al Ikhlas - Denpasar,Denpasar,Masjid Al Ikhlas,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d12711429-Reviews-Al_Ikhlas_Mosque-Denpasar_Bali.html,3.0
Pura Dalem Sakenan Serangan - Denpasar,Denpasar,Pura Dalem Sakenan Serangan,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d10157171-Reviews-Pura_Dalem_Sakenan_Serangan-Denpasar_Bali.html,5.0
Pura Campuhan Windhu Segara - Denpasar,Denpasar,Pura Campuhan Windhu Segara,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d11615027-Reviews-Campuhan_Windhu_Segara_Temple-Denpasar_Bali.html,4.0
Pura Pucak Tedung - Denpasar,Denpasar,Pura Pucak Tedung,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d7047513-Reviews-Pucak_Tedung_Temple-Denpasar_Bali.html,2.0
Karya Transport - Denpasar,Denpasar,Karya Transport,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d3910659-Reviews-Karya_Transport-Denpasar_Bali.html,2.0
Patung Catur Muka - Denpasar,Denpasar,Patung Catur Muka,['Pemandangan & Tengara (38)'],https://www.tripadvisor.co.id/Attraction_Review-g15239398-d16725484-Reviews-Catur_Muka_Statue-Dangin_Puri_Denpasar_Bali.html,2.0
Pusat Konservasi dan Pendidikan Penyu - Denpasar,Denpasar,Pusat Konservasi dan Pendidikan Penyu,"['Wisata Alam & Taman (30)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Tempat yang Belum Populer (38)']",https://www.tripadvisor.co.id/Attraction_Review-g3137978-d2691152-Reviews-Turtle_Conservation_and_Education_Centre-Serangan_Denpasar_Bali.html,983.0
Monumen Bajra Sandhi - Denpasar,Denpasar,Monumen Bajra Sandhi,"['Wisata Alam & Taman (30)', 'Museum (25)', 'Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d1887053-Reviews-Bajra_Sandhi_Monument-Denpasar_Bali.html,238.0
Pantai Sindhu - Denpasar,Denpasar,Pantai Sindhu,"['Wisata Alam & Taman (30)', 'Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Lokasi bulan madu (145)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d2634209-Reviews-Sindhu_Beach-Sanur_Denpasar_Bali.html,680.0
Pantai Sanur - Denpasar,Denpasar,Pantai Sanur,"['Wisata Alam & Taman (30)', 'Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Lokasi bulan madu (145)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d1721869-Reviews-Sanur_Beach-Sanur_Denpasar_Bali.html,8177.0
Pantai Cemara - Denpasar,Denpasar,Pantai Cemara,"['Wisata Alam & Taman (30)', 'Cocok untuk Pasangan (408)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d2634201-Reviews-Cemara_Beach-Sanur_Denpasar_Bali.html,135.0
Manta Point - Denpasar,Denpasar,Manta Point,"['Wisata Alam & Taman (30)', 'Cocok untuk Penggemar Aktivitas Ekstrem (131)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d2345284-Reviews-Manta_Point-Denpasar_Bali.html,68.0
Guide Francophone a Bali - Denpasar,Denpasar,Guide Francophone a Bali,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d8464480-Reviews-Guide_Francophone_a_Bali-Denpasar_Bali.html,57.0
Bali Sharks - Denpasar,Denpasar,Bali Sharks,"['Wisata Alam & Taman (30)', 'Cocok untuk Pasangan (408)', 'Berjiwa petualang (57)']",https://www.tripadvisor.co.id/Attraction_Review-g3137978-d2687139-Reviews-Bali_Sharks-Serangan_Denpasar_Bali.html,88.0
Pantai Karang - Denpasar,Denpasar,Pantai Karang,"['Wisata Alam & Taman (30)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d12516422-Reviews-Karang_Beach-Sanur_Denpasar_Bali.html,46.0
Pantai Mertasari - Denpasar,Denpasar,Pantai Mertasari,"['Wisata Alam & Taman (30)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d7785440-Reviews-Mertasari_Beach-Denpasar_Bali.html,58.0
Serangan Beach - Denpasar,Denpasar,Serangan Beach,"['Wisata Alam & Taman (30)', 'Cocok untuk Kelompok Besar (268)']",https://www.tripadvisor.co.id/Attraction_Review-g3137978-d2180662-Reviews-Serangan_Beach-Serangan_Denpasar_Bali.html,69.0
Bali Exotic Marine Park - Denpasar,Denpasar,Bali Exotic Marine Park,"['Wisata Alam & Taman (30)', 'Cocok untuk Pasangan (408)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d18844557-Reviews-Bali_Exotic_Marine_Park-Denpasar_Bali.html,11.0
Pantai Padang Galak - Denpasar,Denpasar,Pantai Padang Galak,"['Wisata Alam & Taman (30)', 'Harga terjangkau (312)', 'Cocok untuk Kelompok Besar (268)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d7691817-Reviews-Padang_Galak_Beach-Sanur_Denpasar_Bali.html,60.0
Green Island Bali - Denpasar,Denpasar,Green Island Bali,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d7305608-Reviews-Green_Island_Bali-Denpasar_Bali.html,44.0
Taman Kota Lumintang - Denpasar,Denpasar,Taman Kota Lumintang,"['Wisata Alam & Taman (30)', 'Cocok untuk Anak-Anak (323)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d10126686-Reviews-Taman_Kota_Lumintang-Denpasar_Bali.html,15.0
Taman Inspirasi Mertasari - Denpasar,Denpasar,Taman Inspirasi Mertasari,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d12906924-Reviews-Taman_Inspirasi_Mertasari-Sanur_Denpasar_Bali.html,13.0
Taman Jepun - Denpasar,Denpasar,Taman Jepun,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d12921368-Reviews-Bali_Frangipani_Garden-Denpasar_Bali.html,5.0
Pantai Biaung - Denpasar,Denpasar,Pantai Biaung,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d8790633-Reviews-Pantai_Biaung-Denpasar_Bali.html,8.0
divedivedivebali - Denpasar,Denpasar,divedivedivebali,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d2315999-Reviews-Divedivedivebali-Sanur_Denpasar_Bali.html,7.0
Pantai Semawang - Denpasar,Denpasar,Pantai Semawang,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d17118301-Reviews-Semawang_Beach-Denpasar_Bali.html,3.0
Tukad Bindu - Denpasar,Denpasar,Tukad Bindu,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d15528712-Reviews-Tukad_Bindu-Denpasar_Bali.html,1.0
Segara Ayu Beach - Denpasar,Denpasar,Segara Ayu Beach,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d17118340-Reviews-Segara_Ayu_Beach-Sanur_Denpasar_Bali.html,6.0
Duta Orchid Garden - Denpasar,Denpasar,Duta Orchid Garden,['Wisata Alam & Taman (30)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d20000593-Reviews-Duta_Orchid_Garden-Denpasar_Bali.html,
Ku De Ta Bar - Denpasar,Denpasar,Ku De Ta Bar,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d667064-Reviews-Ku_De_Ta_Bar-Denpasar_Bali.html,406.0
Stumpys Bar - Denpasar,Denpasar,Stumpys Bar,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d20088432-Reviews-Stumpys_Bar-Sanur_Denpasar_Bali.html,5.0
The Cavern Bar - Denpasar,Denpasar,The Cavern Bar,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d3164467-Reviews-The_Cavern_Bar-Denpasar_Bali.html,23.0
De Berry Karaoke Keluarga - Denpasar,Denpasar,De Berry Karaoke Keluarga,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d15551942-Reviews-De_Berry_Karaoke_Keluarga-Denpasar_Bali.html,6.0
The Man Shed - Denpasar,Denpasar,The Man Shed,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297700-d14163115-Reviews-The_Man_Shed-Sanur_Denpasar_Bali.html,4.0
EC Bali - Denpasar,Denpasar,EC Bali,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d8800435-Reviews-EC_Bali-Denpasar_Bali.html,3.0
Level One KTV Privilege Club - Denpasar,Denpasar,Level One KTV Privilege Club,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d9835633-Reviews-Level_One_KTV_Privilege_Club-Denpasar_Bali.html,
Asia Wisata Bintang Timur Tour & Travel - Denpasar,Denpasar,Asia Wisata Bintang Timur Tour & Travel,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d21187616-Reviews-Asia_Wisata_Bintang_Timur_Tour_Travel-Denpasar_Bali.html,
Agus Bali Trip - Denpasar,Denpasar,Agus Bali Trip,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d20245321-Reviews-Agus_Bali_Trip-Denpasar_Bali.html,
Bali Paradiso - Denpasar,Denpasar,Bali Paradiso,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g13953826-d20071722-Reviews-Bali_Paradiso-Danginpuri_Kelod_Denpasar_Bali.html,
Rafiq ali - Denpasar,Denpasar,Rafiq ali,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19838415-Reviews-Rafiq_ali-Denpasar_Bali.html,
Budaya Tours - Denpasar,Denpasar,Budaya Tours,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19503373-Reviews-Budaya_Tours-Denpasar_Bali.html,
Bali Best Forever - Denpasar,Denpasar,Bali Best Forever,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d19279888-Reviews-Bali_Best_Forever-Denpasar_Bali.html,
Bali Island Trip - Denpasar,Denpasar,Bali Island Trip,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d17746858-Reviews-Bali_Island_Trip-Denpasar_Bali.html,
Live in Paradise Bali - Denpasar,Denpasar,Live in Paradise Bali,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d17585443-Reviews-Live_in_Paradise_Bali-Denpasar_Bali.html,
PT COSMO BALI TOURS AND TRAVEL - Denpasar,Denpasar,PT COSMO BALI TOURS AND TRAVEL,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d17582778-Reviews-PT_COSMO_BALI_TOURS_AND_TRAVEL-Denpasar_Bali.html,
deeptrips BALI - Denpasar,Denpasar,deeptrips BALI,['Hiburan malam (26)'],https://www.tripadvisor.co.id/Attraction_Review-g297694-d17370735-Reviews-Deeptrips_BALI-Denpasar_Bali.html,
Upside Down World - Denpasar,Denpasar,Upside Down World,"['Museum (25)', 'Cocok untuk Anak-Anak (323)', 'Cocok untuk Kelompok Besar (268)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d9980555-Reviews-Upside_Down_World-Denpasar_Bali.html,229.0
I AM Bali - 3D Museum & Upside Down - Denpasar,Denpasar,I AM Bali - 3D Museum & Upside Down,"['Museum (25)', 'Cocok untuk Anak-Anak (323)', 'Harga terjangkau (312)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d10391715-Reviews-I_AM_Bali_3D_Museum_Upside_Down-Denpasar_Bali.html,51.0
Museum Le Mayeur - Denpasar,Denpasar,Museum Le Mayeur,"['Museum (25)', 'Harga terjangkau (312)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d2703982-Reviews-Le_Mayeur_Museum-Sanur_Denpasar_Bali.html,403.0
Museum Negeri Propinsi Bali - Denpasar,Denpasar,Museum Negeri Propinsi Bali,"['Museum (25)', 'Harga terjangkau (312)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d531631-Reviews-Bali_Provincial_State_Museum_Negeri_Propinsi_Bali-Denpasar_Bali.html,179.0
World of Magic - Denpasar,Denpasar,World of Magic,"['Museum (25)', 'Cocok untuk Kelompok Besar (268)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d12610722-Reviews-World_of_Magic-Denpasar_Bali.html,24.0
Batik Popiler 2 - Denpasar,Denpasar,Batik Popiler 2,"['Museum (25)', 'Masuk Gratis (59)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d2311982-Reviews-Batik_Popiler_2-Denpasar_Bali.html,21.0
Ghostbird + Swoon - Denpasar,Denpasar,Ghostbird + Swoon,"['Museum (25)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297700-d10265158-Reviews-Ghostbird_Swoon-Sanur_Denpasar_Bali.html,13.0
Museum Kain - Denpasar,Denpasar,Museum Kain,"['Museum (25)', 'Bagus Saat Hujan (170)']",https://www.tripadvisor.co.id/Attraction_Review-g297694-d6696356-Reviews-Museum_Kain-Denpasar_Bali.html,17.0
